,EmployeeNumber,Gender,EducationField,Age,MaritalStatus,Department,JobRole,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
924,1291,Male,Life Sciences,35,Married,Research & Development,Research Scientist,No,Travel_Rarely,735,6,1,3,66,3,1,3,3506,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,2
925,1292,Female,Medical,42,Married,Research & Development,Research Scientist,No,Travel_Rarely,603,7,4,2,78,4,2,2,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,0
926,1293,Female,Marketing,43,Single,Sales,Sales Executive,No,Travel_Rarely,531,4,4,4,56,2,3,4,10231,20364,3,No,14,3,4,0,23,3,4,21,7,15,17
927,1294,Female,Life Sciences,36,Single,Research & Development,Manufacturing Director,No,Travel_Rarely,429,2,4,3,53,3,2,2,5410,2323,9,Yes,11,3,4,0,18,2,3,16,14,5,12
928,1295,Female,Medical,44,Married,Research & Development,Healthcare Representative,Yes,Travel_Rarely,621,15,3,1,73,3,3,4,7978,14075,1,No,11,3,4,1,10,2,3,10,7,0,5
929,1296,Male,Life Sciences,28,Married,Research & Development,Laboratory Technician,No,Travel_Frequently,193,2,3,4,52,2,1,4,3867,14222,1,Yes,12,3,2,1,2,2,3,2,2,2,2
930,1297,Female,Medical,51,Single,Research & Development,Laboratory Technician,No,Travel_Frequently,968,6,2,2,40,2,1,3,2838,4257,0,No,14,3,2,0,8,6,2,7,0,7,7
931,1298,Female,Medical,30,Single,Research & Development,Manufacturing Director,No,Non-Travel,879,9,2,3,72,3,2,3,4695,12858,7,Yes,18,3,3,0,10,3,3,8,4,1,7
932,1299,Female,Technical Degree,29,Divorced,Research & Development,Laboratory Technician,Yes,Travel_Rarely,806,7,3,2,39,3,1,3,3339,17285,3,Yes,13,3,1,2,10,2,3,7,7,7,7
933,1301,Male,Technical Degree,28,Single,Research & Development,Research Scientist,No,Travel_Rarely,640,1,3,4,84,3,1,1,2080,4732,2,No,11,3,2,0,5,2,2,3,2,1,2
934,1303,Female,Medical,25,Single,Research & Development,Research Scientist,No,Travel_Rarely,266,1,3,4,40,3,1,2,2096,18830,1,No,18,3,4,0,2,3,2,2,2,2,1
935,1304,Male,Medical,32,Married,Sales,Sales Executive,No,Travel_Rarely,604,8,3,3,56,4,2,4,6209,11693,1,No,15,3,3,2,10,4,4,10,7,0,8
936,1306,Female,Medical,45,Single,Research & Development,Manager,No,Travel_Frequently,364,25,3,2,83,3,5,2,18061,13035,3,No,22,4,3,0,22,4,3,0,0,0,0
937,1307,Female,Medical,39,Divorced,Research & Development,Manager,No,Travel_Rarely,412,13,4,3,94,2,4,2,17123,17334,6,Yes,13,3,4,2,21,4,3,19,9,15,2
938,1308,Male,Life Sciences,58,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,848,23,4,1,88,3,1,3,2372,26076,1,No,12,3,4,2,2,3,3,2,2,2,2
939,1309,Male,Life Sciences,32,Married,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1089,7,2,4,79,3,2,3,4883,22845,1,No,18,3,1,1,10,3,3,10,4,1,1
940,1310,Male,Medical,39,Single,Research & Development,Research Scientist,Yes,Travel_Rarely,360,23,3,3,93,3,1,1,3904,22154,0,No,13,3,1,0,6,2,3,5,2,0,3
941,1311,Female,Technical Degree,30,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1138,6,3,1,48,2,2,4,4627,23631,0,No,12,3,1,1,10,6,3,9,2,6,7
942,1312,Female,Technical Degree,36,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,325,10,4,4,63,3,3,3,7094,5747,3,No,12,3,1,0,10,0,3,7,7,1,7
943,1314,Female,Life Sciences,46,Single,Human Resources,Human Resources,No,Travel_Rarely,991,1,2,4,44,3,1,1,3423,22957,6,No,12,3,3,0,10,3,4,7,6,5,7
944,1315,Female,Life Sciences,28,Married,Research & Development,Laboratory Technician,No,Non-Travel,1476,1,3,3,55,1,2,4,6674,16392,0,No,11,3,1,3,10,6,3,9,8,7,5
945,1317,Female,Life Sciences,50,Married,Research & Development,Research Director,No,Travel_Rarely,1322,28,3,4,43,3,4,1,16880,22422,4,Yes,11,3,2,0,25,2,3,3,2,1,2
946,1318,Male,Marketing,40,Single,Sales,Sales Executive,Yes,Travel_Rarely,299,25,4,4,57,2,3,2,9094,17235,2,Yes,12,3,3,0,9,2,3,5,4,1,0
947,1319,Male,Life Sciences,52,Single,Sales,Sales Executive,Yes,Travel_Rarely,1030,5,3,2,64,3,3,2,8446,21534,9,Yes,19,3,3,0,10,2,2,8,7,7,7
948,1321,Female,Medical,30,Married,Research & Development,Manager,No,Travel_Rarely,634,17,4,2,95,3,3,1,11916,25927,1,Yes,23,4,4,2,9,2,3,9,1,0,8
949,1322,Male,Life Sciences,39,Single,Research & Development,Manufacturing Director,No,Travel_Rarely,524,18,2,1,32,3,2,3,4534,13352,0,No,11,3,1,0,9,6,3,8,7,1,7
950,1324,Female,Life Sciences,31,Divorced,Sales,Sales Executive,No,Non-Travel,587,2,4,4,57,3,3,3,9852,8935,1,Yes,19,3,1,1,10,5,2,10,8,9,6
951,1329,Male,Medical,41,Single,Sales,Sales Executive,No,Non-Travel,256,10,2,3,40,1,2,2,6151,22074,1,No,13,3,1,0,19,4,3,19,2,11,9
952,1331,Female,Life Sciences,31,Single,Sales,Sales Representative,Yes,Travel_Frequently,1060,1,3,4,54,3,1,2,2302,8319,1,Yes,11,3,1,0,3,2,4,3,2,2,2
953,1333,Male,Life Sciences,44,Married,Research & Development,Laboratory Technician,Yes,Travel_Rarely,935,3,3,1,89,3,1,1,2362,14669,4,No,12,3,3,0,10,4,4,3,2,1,2
954,1334,Male,Life Sciences,42,Married,Research & Development,Manager,No,Non-Travel,495,2,1,3,37,3,4,3,17861,26582,0,Yes,13,3,4,0,21,3,2,20,8,2,10
955,1336,Female,Medical,55,Married,Research & Development,Manager,No,Travel_Rarely,282,2,2,4,58,1,5,3,19187,6992,4,No,14,3,4,1,23,5,3,19,9,9,11
956,1338,Male,Life Sciences,56,Single,Human Resources,Manager,No,Travel_Rarely,206,8,4,4,99,3,5,2,19717,4022,6,No,14,3,1,0,36,4,3,7,3,7,7
957,1340,Male,Life Sciences,40,Divorced,Research & Development,Research Scientist,No,Non-Travel,458,16,2,3,74,3,1,3,3544,8532,9,No,16,3,2,1,6,0,3,4,2,0,0
958,1344,Male,Life Sciences,34,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,943,9,3,4,86,3,3,4,8500,5494,0,No,11,3,4,1,10,0,2,9,7,1,6
959,1346,Male,Life Sciences,40,Single,Research & Development,Research Scientist,No,Travel_Rarely,523,2,3,3,98,3,2,4,4661,22455,1,No,13,3,3,0,9,4,3,9,8,8,8
960,1349,Female,Marketing,41,Divorced,Sales,Sales Executive,No,Travel_Frequently,1018,1,3,3,66,3,2,1,4103,4297,0,No,17,3,4,1,10,2,3,9,3,1,7
961,1350,Male,Life Sciences,35,Single,Research & Development,Research Scientist,No,Travel_Frequently,482,4,4,3,87,3,2,3,4249,2690,1,Yes,11,3,2,0,9,3,3,9,6,1,1
962,1352,Male,Life Sciences,51,Divorced,Human Resources,Manager,No,Travel_Rarely,770,5,3,3,84,3,4,2,14026,17588,1,Yes,11,3,2,1,33,2,3,33,9,0,10
963,1355,Female,Life Sciences,38,Divorced,Sales,Sales Executive,No,Travel_Rarely,1009,2,2,2,31,3,2,1,6893,19461,3,No,15,3,4,1,11,3,3,7,7,1,7
964,1356,Female,Medical,34,Single,Sales,Sales Executive,No,Travel_Rarely,507,15,2,3,66,3,2,1,6125,23553,1,No,12,3,4,0,10,6,4,10,8,9,6
965,1358,Male,Medical,25,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,882,19,1,4,67,3,1,4,3669,9075,3,No,11,3,3,3,7,6,2,3,2,1,2
966,1360,Female,Medical,58,Married,Research & Development,Manufacturing Director,Yes,Travel_Rarely,601,7,4,3,53,2,3,1,10008,12023,7,Yes,14,3,4,0,31,0,2,10,9,5,9
967,1361,Male,Life Sciences,40,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,329,1,4,2,88,3,1,2,2387,6762,3,No,22,4,3,1,7,3,3,4,2,0,3
968,1362,Female,Marketing,36,Married,Sales,Sales Executive,No,Travel_Frequently,607,7,3,1,83,4,2,1,4639,2261,2,No,16,3,4,1,17,2,2,15,7,6,13
969,1363,Male,Life Sciences,48,Single,Research & Development,Manufacturing Director,No,Travel_Rarely,855,4,3,4,54,3,3,4,7898,18706,1,No,11,3,3,0,11,2,3,10,9,0,8
970,1364,Female,Medical,27,Married,Sales,Sales Representative,No,Travel_Rarely,1291,11,3,3,98,4,1,4,2534,6527,8,No,14,3,2,1,5,4,3,1,0,0,0
971,1367,Female,Technical Degree,51,Single,Research & Development,Manufacturing Director,No,Travel_Rarely,1405,11,2,4,82,2,4,2,13142,24439,3,No,16,3,2,0,29,1,2,5,2,0,3
972,1368,Female,Life Sciences,18,Single,Research & Development,Laboratory Technician,No,Non-Travel,1124,1,3,4,97,3,1,4,1611,19305,1,No,15,3,3,0,0,5,4,0,0,0,0
973,1369,Female,Medical,35,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,817,1,3,4,60,2,2,4,5363,10846,0,No,12,3,2,1,10,0,3,9,7,0,0
974,1371,Male,Life Sciences,27,Single,Sales,Sales Executive,No,Travel_Frequently,793,2,1,4,43,1,2,4,5071,20392,3,No,20,4,2,0,8,3,3,6,2,0,0
975,1372,Male,Marketing,55,Single,Sales,Sales Executive,Yes,Travel_Rarely,267,13,4,1,85,4,4,3,13695,9277,6,Yes,17,3,3,0,24,2,2,19,7,3,8
976,1373,Male,Life Sciences,56,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,1369,23,3,4,68,3,4,2,13402,18235,4,Yes,12,3,1,1,33,0,3,19,16,15,9
977,1374,Female,Technical Degree,34,Divorced,Research & Development,Research Scientist,No,Non-Travel,999,26,1,1,92,2,1,3,2029,15891,1,No,20,4,3,3,5,2,3,5,4,0,0
978,1375,Female,Medical,40,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,1202,2,1,2,89,4,2,3,6377,13888,5,No,20,4,2,3,15,0,3,12,11,11,8
979,1377,Male,Medical,34,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,285,29,3,2,86,3,2,3,5429,17491,4,No,13,3,1,2,10,1,3,8,7,7,7
980,1379,Female,Life Sciences,31,Single,Sales,Sales Representative,Yes,Travel_Frequently,703,2,3,3,90,2,1,4,2785,11882,7,No,14,3,3,0,3,3,4,1,0,0,0
981,1380,Female,Marketing,35,Married,Sales,Sales Executive,Yes,Travel_Frequently,662,18,4,4,67,3,2,3,4614,23288,0,Yes,18,3,3,1,5,0,2,4,2,3,2
982,1382,Male,Life Sciences,38,Divorced,Research & Development,Research Scientist,No,Travel_Frequently,693,7,3,4,57,4,1,3,2610,15748,1,No,11,3,4,3,4,2,3,4,2,0,3
983,1383,Female,Technical Degree,34,Single,Research & Development,Healthcare Representative,No,Travel_Rarely,404,2,4,3,98,3,2,4,6687,6163,1,No,11,3,4,0,14,2,4,14,11,4,11
984,1387,Male,Life Sciences,28,Married,Sales,Sales Executive,No,Travel_Rarely,736,26,3,3,48,2,2,1,4724,24232,1,No,11,3,3,1,5,0,3,5,3,0,4
985,1389,Male,Medical,31,Married,Research & Development,Manufacturing Director,Yes,Travel_Rarely,330,22,4,4,98,3,2,3,6179,21057,1,Yes,15,3,4,2,10,3,2,10,2,6,7
986,1390,Male,Life Sciences,39,Married,Sales,Sales Executive,No,Travel_Rarely,1498,21,4,1,44,2,2,4,6120,3567,3,Yes,12,3,4,2,8,2,4,5,4,1,4
987,1391,Male,Marketing,51,Married,Sales,Sales Executive,No,Travel_Frequently,541,2,3,2,52,3,3,2,10596,15395,2,No,11,3,2,0,14,5,3,4,2,3,2
988,1392,Female,Life Sciences,41,Divorced,Research & Development,Research Scientist,No,Travel_Frequently,1200,22,3,4,75,3,2,4,5467,13953,3,Yes,14,3,1,2,12,4,2,6,2,3,3
989,1394,Male,Life Sciences,37,Married,Research & Development,Research Scientist,No,Travel_Rarely,1439,4,1,3,54,3,1,3,2996,5182,7,Yes,15,3,4,0,8,2,3,6,4,1,3
990,1395,Male,Life Sciences,33,Married,Sales,Sales Executive,No,Travel_Frequently,1111,5,1,2,61,3,2,4,9998,19293,6,No,13,3,1,0,8,2,4,5,4,1,2
991,1396,Male,Marketing,32,Married,Sales,Sales Executive,No,Travel_Rarely,499,2,1,3,36,3,2,2,4078,20497,0,Yes,13,3,1,3,4,3,2,3,2,1,2
992,1397,Male,Life Sciences,39,Married,Research & Development,Healthcare Representative,No,Non-Travel,1485,25,2,3,71,3,3,3,10920,3449,3,No,21,4,2,1,13,2,3,6,4,0,5
993,1399,Male,Life Sciences,25,Married,Sales,Sales Executive,No,Travel_Rarely,1372,18,1,1,93,4,2,3,6232,12477,2,No,11,3,2,0,6,3,2,3,2,1,2
994,1401,Female,Medical,52,Married,Research & Development,Manufacturing Director,No,Travel_Frequently,322,28,2,4,59,4,4,3,13247,9731,2,Yes,11,3,2,1,24,3,2,5,3,0,2
995,1402,Female,Medical,43,Single,Research & Development,Research Scientist,No,Travel_Rarely,930,6,3,1,73,2,2,3,4081,20003,1,Yes,14,3,1,0,20,3,1,20,7,1,8
996,1403,Female,Marketing,27,Married,Sales,Sales Executive,No,Travel_Rarely,205,10,3,4,98,2,2,4,5769,7100,1,Yes,11,3,4,0,6,3,3,6,2,4,4
997,1405,Female,Life Sciences,27,Single,Research & Development,Research Scientist,Yes,Travel_Rarely,135,17,4,4,51,3,1,3,2394,25681,1,Yes,13,3,4,0,8,2,3,8,2,7,7
998,1407,Male,Medical,26,Single,Research & Development,Research Scientist,No,Travel_Rarely,683,2,1,1,36,2,1,4,3904,4050,0,No,12,3,4,0,5,2,3,4,3,1,1
999,1408,Female,Human Resources,42,Married,Human Resources,Manager,No,Travel_Rarely,1147,10,3,3,31,3,4,1,16799,16616,0,No,14,3,3,1,21,5,3,20,7,0,9
1000,1409,Female,Other,52,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,258,8,4,3,54,3,1,1,2950,17363,9,No,13,3,3,0,12,2,1,5,4,0,4
1001,1411,Female,Medical,37,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,1462,11,3,1,94,3,1,3,3629,19106,4,No,18,3,1,0,8,6,3,3,2,0,2
1002,1412,Male,Life Sciences,35,Single,Research & Development,Manufacturing Director,No,Travel_Frequently,200,18,2,3,60,3,3,4,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,2
1003,1415,Male,Technical Degree,25,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,949,1,3,1,81,3,1,4,3229,4910,4,No,11,3,2,1,7,2,2,3,2,0,2
1004,1417,Male,Other,26,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,652,7,3,3,100,4,1,1,3578,23577,0,No,12,3,4,0,8,2,3,7,7,0,7
1005,1419,Male,Other,29,Single,Human Resources,Human Resources,No,Travel_Rarely,332,17,3,2,51,2,3,1,7988,9769,1,No,13,3,1,0,10,3,2,10,9,0,9
1006,1420,Male,Life Sciences,49,Single,Research & Development,Laboratory Technician,Yes,Travel_Frequently,1475,28,2,1,97,2,2,1,4284,22710,3,No,20,4,1,0,20,2,3,4,3,1,3
1007,1421,Female,Other,29,Single,Research & Development,Healthcare Representative,Yes,Travel_Frequently,337,14,1,3,84,3,3,4,7553,22930,0,Yes,12,3,1,0,9,1,3,8,7,7,7
1008,1422,Female,Medical,54,Single,Research & Development,Research Director,No,Travel_Rarely,971,1,3,4,54,3,4,4,17328,5652,6,No,19,3,4,0,29,3,2,20,7,12,7
1009,1423,Female,Medical,58,Married,Research & Development,Research Director,No,Travel_Rarely,1055,1,3,4,76,3,5,1,19701,22456,3,Yes,21,4,3,1,32,3,3,9,8,1,5
1010,1424,Male,Medical,55,Divorced,Research & Development,Research Director,No,Travel_Rarely,1136,1,4,2,81,4,4,4,14732,12414,2,No,13,3,4,2,31,4,4,7,7,0,0
1011,1425,Female,Marketing,36,Single,Sales,Sales Executive,No,Travel_Rarely,1174,3,4,1,99,3,2,2,9278,20763,3,Yes,16,3,4,0,15,3,3,5,4,0,1
1012,1427,Female,Life Sciences,31,Single,Sales,Sales Representative,Yes,Travel_Frequently,667,1,4,2,50,1,1,3,1359,16154,1,No,12,3,2,0,1,3,3,1,0,0,0
1013,1428,Female,Marketing,30,Divorced,Sales,Sales Executive,No,Travel_Rarely,855,7,4,4,73,3,2,1,4779,12761,7,No,14,3,2,2,8,3,3,3,2,0,2
1014,1430,Female,Life Sciences,31,Single,Research & Development,Research Director,No,Travel_Rarely,182,8,5,1,93,3,4,2,16422,8847,3,No,11,3,3,0,9,3,4,3,2,1,0
1015,1431,Male,Other,34,Divorced,Research & Development,Research Scientist,No,Travel_Frequently,560,1,4,4,91,3,1,1,2996,20284,5,No,14,3,3,2,10,2,3,4,3,1,3
1016,1433,Female,Life Sciences,31,Single,Research & Development,Research Scientist,Yes,Travel_Rarely,202,8,3,1,34,2,1,2,1261,22262,1,No,12,3,3,0,1,3,4,1,0,0,0
1017,1434,Male,Life Sciences,27,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1377,11,1,2,91,3,1,1,2099,7679,0,No,14,3,2,0,6,3,4,5,0,1,4
1018,1435,Male,Life Sciences,36,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,172,4,4,1,37,2,2,4,5810,22604,1,No,16,3,3,0,10,2,2,10,4,1,8
1019,1436,Female,Marketing,36,Married,Sales,Sales Executive,No,Travel_Rarely,329,16,4,3,98,2,2,1,5647,13494,4,No,13,3,1,2,11,3,2,3,2,0,2
1020,1438,Male,Technical Degree,47,Married,Research & Development,Research Scientist,No,Travel_Rarely,465,1,3,1,74,3,1,4,3420,10205,7,No,12,3,3,1,17,2,2,6,5,1,2
1021,1439,Male,Life Sciences,25,Married,Sales,Sales Representative,Yes,Travel_Rarely,383,9,2,1,68,2,1,1,4400,15182,3,No,12,3,1,0,6,2,3,3,2,2,2
1022,1440,Male,Technical Degree,37,Single,Research & Development,Laboratory Technician,No,Non-Travel,1413,5,2,3,84,4,1,3,3500,25470,0,No,14,3,1,0,7,2,1,6,5,1,3
1023,1441,Female,Life Sciences,56,Married,Research & Development,Research Scientist,No,Travel_Rarely,1255,1,2,1,90,3,1,1,2066,10494,2,No,22,4,4,1,5,3,4,3,2,1,0
1024,1443,Female,Medical,47,Married,Research & Development,Research Director,No,Travel_Rarely,359,2,4,1,82,3,4,3,17169,26703,3,No,19,3,2,2,26,2,4,20,17,5,6
1025,1445,Female,Medical,24,Married,Sales,Sales Executive,No,Travel_Rarely,1476,4,1,4,42,3,2,3,4162,15211,1,Yes,12,3,3,2,5,3,3,5,4,0,3
1026,1446,Male,Marketing,32,Married,Sales,Sales Executive,No,Travel_Rarely,601,7,5,4,97,3,2,4,9204,23343,4,No,12,3,3,1,7,3,2,4,3,0,3
1027,1447,Female,Life Sciences,34,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,401,1,3,4,86,2,1,2,3294,3708,5,No,17,3,1,1,7,2,2,5,4,0,2
1028,1448,Male,Medical,41,Married,Research & Development,Research Scientist,No,Travel_Rarely,1283,5,5,2,90,4,1,3,2127,5561,2,Yes,12,3,1,0,7,5,2,4,2,0,3
1029,1449,Male,Other,40,Divorced,Research & Development,Laboratory Technician,No,Non-Travel,663,9,4,3,81,3,2,3,3975,23099,3,No,11,3,3,2,11,2,4,8,7,0,7
1030,1453,Male,Life Sciences,31,Divorced,Sales,Sales Executive,No,Travel_Rarely,326,8,2,1,31,3,3,4,10793,8386,1,No,18,3,1,1,13,5,3,13,7,9,9
1031,1457,Male,Marketing,46,Divorced,Sales,Sales Executive,Yes,Travel_Rarely,377,9,3,1,52,3,3,4,10096,15986,4,No,11,3,1,1,28,1,4,7,7,4,3
1032,1458,Female,Life Sciences,39,Single,Research & Development,Laboratory Technician,Yes,Non-Travel,592,2,3,1,54,2,1,1,3646,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,0
1033,1459,Female,Life Sciences,31,Single,Research & Development,Manufacturing Director,Yes,Travel_Frequently,1445,1,5,3,100,4,3,2,7446,8931,1,No,11,3,1,0,10,2,3,10,8,4,7
1034,1460,Male,Medical,45,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,1038,20,3,2,95,1,3,1,10851,19863,2,Yes,18,3,2,1,24,2,3,7,7,0,7
1035,1461,Female,Medical,31,Single,Human Resources,Human Resources,No,Travel_Rarely,1398,8,2,4,96,4,1,2,2109,24609,9,No,18,3,4,0,8,3,3,3,2,0,2
1036,1464,Male,Life Sciences,31,Married,Research & Development,Laboratory Technician,Yes,Travel_Frequently,523,2,3,2,94,3,1,4,3722,21081,6,Yes,13,3,3,1,7,2,1,2,2,2,2
1037,1465,Male,Technical Degree,45,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,1448,29,3,2,55,3,3,4,9380,14720,4,Yes,18,3,4,2,10,4,4,3,1,1,2
1038,1466,Male,Marketing,48,Divorced,Sales,Sales Executive,No,Travel_Rarely,1221,7,3,3,96,3,2,1,5486,24795,4,No,11,3,1,3,15,3,3,2,2,2,2
1039,1467,Female,Technical Degree,34,Married,Human Resources,Human Resources,Yes,Travel_Rarely,1107,9,4,1,52,3,1,3,2742,3072,1,No,15,3,4,0,2,0,3,2,2,2,2
1040,1468,Male,Medical,40,Divorced,Research & Development,Research Director,No,Non-Travel,218,8,1,4,55,2,3,2,13757,25178,2,No,11,3,3,1,16,5,3,9,8,4,8
1041,1469,Male,Medical,28,Single,Sales,Sales Executive,No,Travel_Rarely,866,5,3,4,84,3,2,1,8463,23490,0,No,18,3,4,0,6,4,3,5,4,1,3
1042,1471,Male,Life Sciences,44,Single,Research & Development,Laboratory Technician,No,Non-Travel,981,5,3,3,90,2,1,3,3162,7973,3,No,14,3,4,0,7,5,3,5,2,0,3
1043,1472,Male,Medical,53,Single,Research & Development,Research Director,No,Travel_Rarely,447,2,3,4,39,4,4,2,16598,19764,4,No,12,3,2,0,35,2,2,9,8,8,8
1044,1473,Male,Technical Degree,49,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,1495,5,4,1,96,3,2,3,6651,21534,2,No,14,3,2,1,20,0,2,3,2,1,2
1045,1474,Male,Medical,40,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,896,2,3,3,68,3,1,3,2345,8045,2,No,14,3,3,1,8,3,4,3,1,1,2
1046,1475,Male,Life Sciences,44,Single,Research & Development,Research Scientist,No,Travel_Rarely,1467,20,3,4,49,3,1,2,3420,21158,1,No,13,3,3,0,6,3,2,5,2,1,3
1047,1477,Male,Medical,33,Married,Sales,Sales Executive,No,Travel_Frequently,430,7,3,4,54,3,2,1,4373,17456,0,No,14,3,1,2,5,2,3,4,3,0,3
1048,1478,Male,Other,34,Single,Sales,Sales Executive,No,Travel_Rarely,1326,3,3,4,81,1,2,1,4759,15891,3,No,18,3,4,0,15,2,3,13,9,3,12
1049,1479,Male,Life Sciences,30,Married,Sales,Sales Executive,No,Travel_Rarely,1358,16,1,4,96,3,2,3,5301,2939,8,No,15,3,3,2,4,2,2,2,1,2,2
1050,1480,Female,Medical,42,Single,Research & Development,Laboratory Technician,No,Travel_Frequently,748,9,2,1,74,3,1,4,3673,16458,1,No,13,3,3,0,12,3,3,12,9,5,8
1051,1481,Female,Marketing,44,Married,Sales,Sales Executive,No,Travel_Frequently,383,1,5,1,79,3,2,3,4768,9282,7,No,12,3,3,1,11,4,2,1,0,0,0
1052,1482,Male,Technical Degree,30,Divorced,Research & Development,Research Scientist,No,Non-Travel,990,7,3,3,64,3,1,3,1274,7152,1,No,13,3,2,2,1,2,2,1,0,0,0
1053,1483,Male,Life Sciences,57,Married,Research & Development,Research Scientist,No,Travel_Rarely,405,1,2,2,93,4,2,3,4900,2721,0,No,24,4,1,1,13,2,2,12,9,2,8
1054,1484,Male,Life Sciences,49,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,1490,7,4,3,35,3,3,2,10466,20948,3,No,14,3,2,2,29,3,3,8,7,0,7
1055,1485,Male,Medical,34,Divorced,Research & Development,Research Director,No,Travel_Frequently,829,15,3,2,71,3,4,1,17007,11929,7,No,14,3,4,2,16,3,2,14,8,6,9
1056,1486,Male,Technical Degree,28,Married,Sales,Sales Representative,Yes,Travel_Frequently,1496,1,3,1,92,3,1,3,2909,15747,3,No,15,3,4,1,5,3,4,3,2,1,2
1057,1487,Female,Technical Degree,29,Single,Sales,Sales Executive,Yes,Travel_Frequently,115,13,3,1,51,3,2,2,5765,17485,5,No,11,3,1,0,7,4,1,5,3,0,0
1058,1489,Female,Medical,34,Single,Sales,Sales Executive,Yes,Travel_Rarely,790,24,4,1,40,2,2,2,4599,7815,0,Yes,23,4,3,0,16,2,4,15,9,10,10
1059,1492,Male,Life Sciences,35,Married,Sales,Sales Representative,No,Travel_Rarely,660,7,1,4,76,3,1,3,2404,16192,1,No,13,3,1,1,1,3,3,1,0,0,0
1060,1494,Male,Medical,24,Single,Research & Development,Laboratory Technician,Yes,Travel_Frequently,381,9,3,2,89,3,1,1,3172,16998,2,Yes,11,3,3,0,4,2,2,0,0,0,0
1061,1495,Female,Life Sciences,24,Married,Sales,Sales Representative,No,Non-Travel,830,13,2,4,78,3,1,2,2033,7103,1,No,13,3,3,1,1,2,3,1,0,0,0
1062,1496,Male,Medical,44,Single,Research & Development,Manufacturing Director,No,Travel_Frequently,1193,2,1,2,86,3,3,3,10209,19719,5,Yes,18,3,2,0,16,2,2,2,2,2,2
1063,1497,Male,Life Sciences,29,Divorced,Sales,Sales Executive,No,Travel_Rarely,1246,19,3,3,77,2,2,3,8620,23757,1,No,14,3,3,2,10,3,3,10,7,0,4
1064,1499,Male,Life Sciences,30,Divorced,Human Resources,Human Resources,No,Travel_Rarely,330,1,3,3,46,3,1,3,2064,15428,0,No,21,4,1,1,6,3,4,5,3,1,3
1065,1501,Male,Life Sciences,55,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,1229,4,4,4,30,3,2,3,4035,16143,0,Yes,16,3,2,0,4,2,3,3,2,1,2
1066,1502,Female,Medical,33,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1099,4,4,1,82,2,1,2,3838,8192,8,No,11,3,4,0,8,5,3,5,4,0,2
1067,1503,Female,Medical,47,Married,Sales,Sales Executive,No,Travel_Rarely,571,14,3,3,78,3,2,3,4591,24200,3,Yes,17,3,3,1,11,4,2,5,4,1,2
1068,1504,Male,Medical,28,Single,Research & Development,Laboratory Technician,Yes,Travel_Frequently,289,2,2,3,38,2,1,1,2561,5355,7,No,11,3,3,0,8,2,2,0,0,0,0
